Gap_Start,Gap_End,Gap_Duration
2008-03-18 09:31:00,2008-03-18 10:01:00,0 days 00:30:00
2008-03-18 10:31:00,2008-03-18 11:16:00,0 days 00:45:00
2008-03-18 23:01:00,2008-03-18 23:31:00,0 days 00:30:00
2008-03-19 01:01:00,2008-03-19 01:31:00,0 days 00:30:00
2008-03-19 05:01:00,2008-03-19 06:01:00,0 days 01:00:00
2008-03-19 07:31:00,2008-03-19 08:16:00,0 days 00:45:00
2008-03-19 09:16:00,2008-03-19 09:46:00,0 days 00:30:00
2008-03-19 20:01:00,2008-03-19 20:31:00,0 days 00:30:00
2008-03-20 00:01:00,2008-03-20 00:31:00,0 days 00:30:00
2008-03-20 09:01:00,2008-03-20 09:31:00,0 days 00:30:00
2008-03-20 13:01:00,2008-03-20 13:31:00,0 days 00:30:00
2008-03-20 16:46:00,2008-03-20 17:16:00,0 days 00:30:00
2008-03-20 19:31:00,2008-03-20 20:01:00,0 days 00:30:00
2008-03-20 22:01:00,2008-03-20 22:31:00,0 days 00:30:00
2008-03-20 22:46:00,2008-03-20 23:46:00,0 days 01:00:00
2008-03-21 03:31:00,2008-03-21 04:01:00,0 days 00:30:00
2008-03-21 07:31:00,2008-03-21 08:01:00,0 days 00:30:00
2008-03-22 02:46:00,2008-03-22 03:31:00,0 days 00:45:00
2008-03-22 10:16:00,2008-03-22 10:46:00,0 days 00:30:00
2008-03-22 17:46:00,2008-03-22 18:16:00,0 days 00:30:00
2008-03-22 20:01:00,2008-03-22 20:46:00,0 days 00:45:00
2008-03-23 08:16:00,2008-03-23 08:46:00,0 days 00:30:00
2008-03-23 10:31:00,2008-03-23 11:16:00,0 days 00:45:00
2008-03-23 20:01:00,2008-03-23 20:31:00,0 days 00:30:00
2008-03-24 16:01:00,2008-03-24 16:31:00,0 days 00:30:00
2008-03-25 07:31:00,2008-03-25 08:16:00,0 days 00:45:00
2008-03-25 10:01:00,2008-03-25 10:31:00,0 days 00:30:00
2008-03-25 13:01:00,2008-03-25 13:31:00,0 days 00:30:00
2008-03-26 06:01:00,2008-03-26 06:31:00,0 days 00:30:00
2008-03-26 10:16:00,2008-03-26 10:46:00,0 days 00:30:00
2008-03-26 16:16:00,2008-03-26 17:31:00,0 days 01:15:00
2008-03-27 00:46:00,2008-03-27 01:31:00,0 days 00:45:00
2008-03-27 06:31:00,2008-03-27 07:01:00,0 days 00:30:00
2008-03-27 22:31:00,2008-03-27 23:01:00,0 days 00:30:00
2008-03-28 01:31:00,2008-03-28 02:01:00,0 days 00:30:00
2008-03-28 02:16:00,2008-03-28 02:46:00,0 days 00:30:00
2008-03-28 07:46:00,2008-03-28 08:16:00,0 days 00:30:00
2008-03-28 12:16:00,2008-03-28 12:46:00,0 days 00:30:00
2008-03-28 22:16:00,2008-03-28 23:16:00,0 days 01:00:00
2008-03-29 02:46:00,2008-03-29 03:16:00,0 days 00:30:00
2008-03-29 04:31:00,2008-03-29 05:01:00,0 days 00:30:00
2008-03-29 10:31:00,2008-03-29 11:01:00,0 days 00:30:00
2008-03-29 13:01:00,2008-03-29 13:46:00,0 days 00:45:00
2008-03-29 17:01:00,2008-03-29 17:46:00,0 days 00:45:00
2008-03-29 21:16:00,2008-03-29 22:16:00,0 days 01:00:00
2008-03-29 22:31:00,2008-03-29 23:01:00,0 days 00:30:00
2008-03-30 03:31:00,2008-03-30 04:01:00,0 days 00:30:00
2008-03-30 09:46:00,2008-03-30 10:31:00,0 days 00:45:00
2008-03-30 20:16:00,2008-03-30 20:46:00,0 days 00:30:00
2008-03-30 23:31:00,2008-03-31 00:00:00,0 days 00:29:00
2008-03-31 03:01:00,2008-03-31 03:31:00,0 days 00:30:00
2008-03-31 13:01:00,2008-03-31 13:31:00,0 days 00:30:00
2008-03-31 23:01:00,2008-03-31 23:31:00,0 days 00:30:00
2008-04-01 01:31:00,2008-04-01 02:16:00,0 days 00:45:00
2008-04-01 12:16:00,2008-04-01 12:46:00,0 days 00:30:00
2008-04-01 15:31:00,2008-04-01 16:01:00,0 days 00:30:00
2008-04-01 23:01:00,2008-04-01 23:31:00,0 days 00:30:00
2008-04-01 23:46:00,2008-04-02 00:31:00,0 days 00:45:00
2008-04-02 01:31:00,2008-04-02 02:16:00,0 days 00:45:00
2008-04-02 15:16:00,2008-04-02 15:46:00,0 days 00:30:00
2008-04-02 20:46:00,2008-04-02 21:16:00,0 days 00:30:00
2008-04-03 01:16:00,2008-04-03 01:46:00,0 days 00:30:00
2008-04-03 15:46:00,2008-04-03 16:16:00,0 days 00:30:00
2008-04-04 00:00:00,2008-04-04 00:16:00,0 days 00:16:00
2008-04-04 02:31:00,2008-04-04 03:01:00,0 days 00:30:00
2008-04-04 09:31:00,2008-04-04 10:01:00,0 days 00:30:00
2008-04-05 00:16:00,2008-04-05 01:01:00,0 days 00:45:00
2008-04-05 02:01:00,2008-04-05 02:46:00,0 days 00:45:00
2008-04-05 04:31:00,2008-04-05 05:01:00,0 days 00:30:00
2008-04-05 21:01:00,2008-04-05 21:31:00,0 days 00:30:00
2008-04-05 22:46:00,2008-04-05 23:16:00,0 days 00:30:00
2008-04-06 04:16:00,2008-04-06 05:01:00,0 days 00:45:00
2008-04-06 07:01:00,2008-04-06 07:46:00,0 days 00:45:00
2008-04-06 11:31:00,2008-04-06 12:01:00,0 days 00:30:00
2008-04-06 13:01:00,2008-04-06 13:31:00,0 days 00:30:00
2008-04-06 18:16:00,2008-04-06 19:16:00,0 days 01:00:00
2008-04-07 03:16:00,2008-04-07 04:01:00,0 days 00:45:00
2008-04-07 05:31:00,2008-04-07 06:16:00,0 days 00:45:00
2008-04-07 10:46:00,2008-04-07 11:16:00,0 days 00:30:00
2008-04-07 12:31:00,2008-04-07 13:01:00,0 days 00:30:00
2008-04-07 13:16:00,2008-04-07 13:46:00,0 days 00:30:00
2008-04-07 15:46:00,2008-04-07 16:16:00,0 days 00:30:00
2008-04-07 20:01:00,2008-04-07 20:46:00,0 days 00:45:00
2008-04-07 21:46:00,2008-04-07 22:31:00,0 days 00:45:00
2008-04-08 00:16:00,2008-04-08 00:46:00,0 days 00:30:00
2008-04-08 01:46:00,2008-04-08 02:16:00,0 days 00:30:00
2008-04-08 03:31:00,2008-04-08 04:01:00,0 days 00:30:00
2008-04-08 04:31:00,2008-04-08 05:31:00,0 days 01:00:00
2008-04-08 12:01:00,2008-04-08 12:31:00,0 days 00:30:00
2008-04-09 00:00:00,2008-04-09 00:16:00,0 days 00:16:00
2008-04-09 03:16:00,2008-04-09 03:46:00,0 days 00:30:00
2008-04-09 07:16:00,2008-04-09 08:16:00,0 days 01:00:00
2008-04-09 13:01:00,2008-04-09 13:46:00,0 days 00:45:00
2008-04-09 14:46:00,2008-04-09 15:16:00,0 days 00:30:00
2008-04-09 19:46:00,2008-04-09 20:16:00,0 days 00:30:00
2008-04-09 23:01:00,2008-04-09 23:31:00,0 days 00:30:00
2008-04-10 05:31:00,2008-04-10 07:01:00,0 days 01:30:00
2008-04-10 16:16:00,2008-04-10 17:01:00,0 days 00:45:00
2008-04-11 00:46:00,2008-04-11 01:16:00,0 days 00:30:00
2008-04-11 02:01:00,2008-04-11 03:01:00,0 days 01:00:00
2008-04-11 04:01:00,2008-04-11 04:31:00,0 days 00:30:00
2008-04-11 05:46:00,2008-04-11 06:31:00,0 days 00:45:00
2008-04-11 09:46:00,2008-04-11 10:16:00,0 days 00:30:00
2008-04-11 12:46:00,2008-04-11 13:31:00,0 days 00:45:00
2008-04-11 15:46:00,2008-04-11 16:16:00,0 days 00:30:00
2008-04-11 17:16:00,2008-04-11 18:16:00,0 days 01:00:00
2008-04-11 21:46:00,2008-04-11 22:31:00,0 days 00:45:00
2008-04-12 06:31:00,2008-04-12 07:01:00,0 days 00:30:00
2008-04-12 08:31:00,2008-04-12 09:01:00,0 days 00:30:00
2008-04-12 10:01:00,2008-04-12 10:31:00,0 days 00:30:00
2008-04-12 12:31:00,2008-04-12 13:46:00,0 days 01:15:00
2008-04-12 16:31:00,2008-04-12 17:01:00,0 days 00:30:00
2008-04-12 18:31:00,2008-04-12 19:01:00,0 days 00:30:00
2008-04-12 19:16:00,2008-04-12 19:46:00,0 days 00:30:00
2008-04-13 00:00:00,2008-04-13 00:16:00,0 days 00:16:00
2008-04-13 02:31:00,2008-04-13 03:01:00,0 days 00:30:00
2008-04-13 03:31:00,2008-04-13 04:16:00,0 days 00:45:00
2008-04-13 09:01:00,2008-04-13 09:46:00,0 days 00:45:00
2008-04-13 11:31:00,2008-04-13 12:01:00,0 days 00:30:00
2008-04-13 12:16:00,2008-04-13 12:46:00,0 days 00:30:00
2008-04-13 18:31:00,2008-04-13 19:16:00,0 days 00:45:00
2008-04-13 20:31:00,2008-04-13 21:01:00,0 days 00:30:00
2008-04-13 22:31:00,2008-04-13 23:16:00,0 days 00:45:00
2008-04-14 04:31:00,2008-04-14 05:01:00,0 days 00:30:00
2008-04-14 17:01:00,2008-04-14 17:46:00,0 days 00:45:00
2008-04-14 20:01:00,2008-04-14 20:31:00,0 days 00:30:00
2008-04-14 21:31:00,2008-04-14 22:01:00,0 days 00:30:00
2008-04-15 00:01:00,2008-04-15 00:31:00,0 days 00:30:00
2008-04-15 01:16:00,2008-04-15 02:31:00,0 days 01:15:00
2008-04-15 03:46:00,2008-04-15 04:16:00,0 days 00:30:00
2008-04-15 05:16:00,2008-04-15 05:46:00,0 days 00:30:00
2008-04-15 06:16:00,2008-04-15 06:46:00,0 days 00:30:00
2008-04-15 11:01:00,2008-04-15 11:46:00,0 days 00:45:00
2008-04-15 18:31:00,2008-04-15 19:01:00,0 days 00:30:00
2008-04-16 07:01:00,2008-04-16 07:31:00,0 days 00:30:00
2008-04-16 09:01:00,2008-04-16 09:31:00,0 days 00:30:00
2008-04-16 12:46:00,2008-04-16 13:16:00,0 days 00:30:00
2008-04-16 13:31:00,2008-04-16 14:01:00,0 days 00:30:00
2008-04-16 19:31:00,2008-04-16 20:01:00,0 days 00:30:00
2008-04-16 21:31:00,2008-04-16 22:16:00,0 days 00:45:00
2008-04-17 00:31:00,2008-04-17 01:01:00,0 days 00:30:00
2008-04-17 03:01:00,2008-04-17 03:31:00,0 days 00:30:00
2008-04-17 03:46:00,2008-04-17 04:16:00,0 days 00:30:00
2008-04-17 05:46:00,2008-04-17 06:16:00,0 days 00:30:00
2008-04-17 08:46:00,2008-04-17 09:16:00,0 days 00:30:00
2008-04-17 18:01:00,2008-04-17 19:01:00,0 days 01:00:00
2008-04-17 22:16:00,2008-04-18 00:31:00,0 days 02:15:00
2008-04-18 02:46:00,2008-04-18 03:16:00,0 days 00:30:00
2008-04-18 04:01:00,2008-04-18 04:46:00,0 days 00:45:00
2008-04-18 05:16:00,2008-04-18 06:16:00,0 days 01:00:00
2008-04-18 06:31:00,2008-04-18 07:01:00,0 days 00:30:00
2008-04-18 10:31:00,2008-04-18 11:16:00,0 days 00:45:00
2008-04-18 11:31:00,2008-04-18 12:01:00,0 days 00:30:00
2008-04-18 12:46:00,2008-04-18 13:46:00,0 days 01:00:00
2008-04-18 18:01:00,2008-04-18 18:31:00,0 days 00:30:00
2008-04-18 19:01:00,2008-04-18 19:31:00,0 days 00:30:00
2008-04-18 19:46:00,2008-04-18 20:16:00,0 days 00:30:00
2008-04-19 01:46:00,2008-04-19 02:31:00,0 days 00:45:00
2008-04-19 05:01:00,2008-04-19 05:46:00,0 days 00:45:00
2008-04-19 06:31:00,2008-04-19 07:16:00,0 days 00:45:00
2008-04-19 13:01:00,2008-04-19 13:31:00,0 days 00:30:00
2008-04-19 13:46:00,2008-04-19 14:16:00,0 days 00:30:00
2008-04-19 15:46:00,2008-04-19 16:46:00,0 days 01:00:00
2008-04-19 18:31:00,2008-04-19 19:31:00,0 days 01:00:00
2008-04-19 20:01:00,2008-04-19 20:46:00,0 days 00:45:00
2008-04-19 21:16:00,2008-04-19 21:46:00,0 days 00:30:00
2008-04-19 22:16:00,2008-04-19 23:16:00,0 days 01:00:00
2008-04-20 00:00:00,2008-04-20 00:16:00,0 days 00:16:00
2008-04-20 02:31:00,2008-04-20 03:01:00,0 days 00:30:00
2008-04-20 04:46:00,2008-04-20 05:16:00,0 days 00:30:00
2008-04-20 06:46:00,2008-04-20 07:16:00,0 days 00:30:00
2008-04-20 09:46:00,2008-04-20 10:16:00,0 days 00:30:00
2008-04-20 11:46:00,2008-04-20 12:16:00,0 days 00:30:00
2008-04-20 13:16:00,2008-04-20 13:46:00,0 days 00:30:00
2008-04-20 15:16:00,2008-04-20 16:01:00,0 days 00:45:00
2008-04-20 16:16:00,2008-04-20 17:01:00,0 days 00:45:00
2008-04-20 19:16:00,2008-04-20 19:46:00,0 days 00:30:00
2008-04-20 20:01:00,2008-04-20 20:31:00,0 days 00:30:00
2008-04-20 21:01:00,2008-04-20 21:31:00,0 days 00:30:00
2008-04-20 23:16:00,2008-04-20 23:46:00,0 days 00:30:00
2008-04-21 01:16:00,2008-04-21 02:16:00,0 days 01:00:00
2008-04-21 02:31:00,2008-04-21 03:01:00,0 days 00:30:00
2008-04-21 03:16:00,2008-04-21 03:46:00,0 days 00:30:00
2008-04-21 04:31:00,2008-04-21 05:01:00,0 days 00:30:00
2008-04-21 05:16:00,2008-04-21 05:46:00,0 days 00:30:00
2008-04-21 07:01:00,2008-04-21 08:01:00,0 days 01:00:00
2008-04-21 09:46:00,2008-04-21 10:16:00,0 days 00:30:00
2008-04-21 10:46:00,2008-04-21 11:16:00,0 days 00:30:00
2008-04-21 11:46:00,2008-04-21 12:31:00,0 days 00:45:00
2008-04-21 13:31:00,2008-04-21 14:01:00,0 days 00:30:00
2008-04-21 15:46:00,2008-04-21 16:16:00,0 days 00:30:00
2008-04-21 17:01:00,2008-04-21 18:01:00,0 days 01:00:00
2008-04-21 19:31:00,2008-04-21 20:01:00,0 days 00:30:00
2008-04-21 21:01:00,2008-04-21 21:46:00,0 days 00:45:00
2008-04-21 22:31:00,2008-04-21 23:01:00,0 days 00:30:00
2008-04-22 01:01:00,2008-04-22 02:01:00,0 days 01:00:00
2008-04-22 02:16:00,2008-04-22 02:46:00,0 days 00:30:00
2008-04-22 03:46:00,2008-04-22 04:31:00,0 days 00:45:00
2008-04-22 08:31:00,2008-04-22 09:01:00,0 days 00:30:00
2008-04-22 13:01:00,2008-04-22 14:16:00,0 days 01:15:00
2008-04-22 17:01:00,2008-04-22 17:31:00,0 days 00:30:00
2008-04-22 19:46:00,2008-04-22 20:16:00,0 days 00:30:00
2008-04-22 22:31:00,2008-04-22 23:01:00,0 days 00:30:00
2008-04-23 00:46:00,2008-04-23 01:31:00,0 days 00:45:00
2008-04-23 02:01:00,2008-04-23 02:46:00,0 days 00:45:00
2008-04-23 04:16:00,2008-04-23 05:16:00,0 days 01:00:00
2008-04-23 06:01:00,2008-04-23 06:31:00,0 days 00:30:00
2008-04-23 07:16:00,2008-04-23 08:31:00,0 days 01:15:00
2008-04-23 09:16:00,2008-04-23 09:46:00,0 days 00:30:00
2008-04-23 10:01:00,2008-04-23 11:01:00,0 days 01:00:00
2008-04-23 12:31:00,2008-04-23 13:16:00,0 days 00:45:00
2008-04-23 15:01:00,2008-04-23 15:46:00,0 days 00:45:00
2008-04-23 18:16:00,2008-04-23 19:01:00,0 days 00:45:00
2008-04-23 22:01:00,2008-04-23 23:31:00,0 days 01:30:00
2008-04-24 00:46:00,2008-04-24 01:46:00,0 days 01:00:00
2008-04-24 03:01:00,2008-04-24 03:31:00,0 days 00:30:00
2008-04-24 04:31:00,2008-04-24 05:16:00,0 days 00:45:00
2008-04-24 06:01:00,2008-04-24 06:31:00,0 days 00:30:00
2008-04-24 06:46:00,2008-04-24 07:31:00,0 days 00:45:00
2008-04-24 07:46:00,2008-04-24 08:46:00,0 days 01:00:00
2008-04-24 09:16:00,2008-04-24 09:46:00,0 days 00:30:00
2008-04-24 10:46:00,2008-04-24 12:01:00,0 days 01:15:00
2008-04-24 14:16:00,2008-04-24 14:46:00,0 days 00:30:00
2008-04-24 15:01:00,2008-04-24 15:31:00,0 days 00:30:00
2008-04-24 19:31:00,2008-04-24 20:31:00,0 days 01:00:00
2008-04-24 21:46:00,2008-04-25 00:00:00,0 days 02:14:00
2008-04-25 01:01:00,2008-04-25 01:46:00,0 days 00:45:00
2008-04-25 03:01:00,2008-04-25 04:01:00,0 days 01:00:00
2008-04-25 07:31:00,2008-04-25 08:31:00,0 days 01:00:00
2008-04-25 09:01:00,2008-04-25 10:46:00,0 days 01:45:00
2008-04-25 11:01:00,2008-04-25 12:16:00,0 days 01:15:00
2008-04-25 12:31:00,2008-04-25 14:46:00,0 days 02:15:00
2008-04-25 15:31:00,2008-04-25 16:16:00,0 days 00:45:00
2008-04-25 17:16:00,2008-04-25 18:16:00,0 days 01:00:00
2008-04-25 18:46:00,2008-04-25 19:16:00,0 days 00:30:00
2008-04-25 19:31:00,2008-04-25 21:01:00,0 days 01:30:00
2008-04-25 21:16:00,2008-04-25 21:46:00,0 days 00:30:00
2008-04-25 23:01:00,2008-04-25 23:31:00,0 days 00:30:00
2008-04-26 00:00:00,2008-04-26 00:16:00,0 days 00:16:00
2008-04-26 00:46:00,2008-04-26 02:46:00,0 days 02:00:00
2008-04-26 03:01:00,2008-04-26 04:01:00,0 days 01:00:00
2008-04-26 04:31:00,2008-04-26 05:01:00,0 days 00:30:00
2008-04-26 05:16:00,2008-04-26 05:46:00,0 days 00:30:00
2008-04-26 07:31:00,2008-04-26 09:01:00,0 days 01:30:00
2008-04-26 09:16:00,2008-04-26 09:46:00,0 days 00:30:00
2008-04-26 10:46:00,2008-04-26 11:16:00,0 days 00:30:00
2008-04-26 11:31:00,2008-04-26 12:16:00,0 days 00:45:00
2008-04-26 14:01:00,2008-04-26 15:01:00,0 days 01:00:00
2008-04-26 17:31:00,2008-04-26 18:46:00,0 days 01:15:00
2008-04-26 20:31:00,2008-04-26 21:16:00,0 days 00:45:00
2008-04-26 22:46:00,2008-04-26 23:46:00,0 days 01:00:00
2008-04-27 00:01:00,2008-04-27 01:01:00,0 days 01:00:00
2008-04-27 01:16:00,2008-04-27 01:46:00,0 days 00:30:00
2008-04-27 04:01:00,2008-04-27 05:16:00,0 days 01:15:00
2008-04-27 07:16:00,2008-04-27 09:01:00,0 days 01:45:00
2008-04-27 11:31:00,2008-04-27 12:46:00,0 days 01:15:00
2008-04-27 13:46:00,2008-04-27 15:31:00,0 days 01:45:00
2008-04-27 17:16:00,2008-04-27 17:46:00,0 days 00:30:00
2008-04-27 18:31:00,2008-04-27 19:16:00,0 days 00:45:00
2008-04-27 20:31:00,2008-04-27 21:16:00,0 days 00:45:00
2008-04-27 21:31:00,2008-04-27 22:16:00,0 days 00:45:00
2008-04-27 23:01:00,2008-04-27 23:46:00,0 days 00:45:00
2008-04-28 00:00:00,2008-04-28 02:16:00,0 days 02:16:00
2008-04-28 04:46:00,2008-04-28 06:01:00,0 days 01:15:00
2008-04-28 06:16:00,2008-04-28 07:31:00,0 days 01:15:00
2008-04-28 08:01:00,2008-04-28 08:31:00,0 days 00:30:00
2008-04-28 09:31:00,2008-04-28 10:01:00,0 days 00:30:00
2008-04-28 11:01:00,2008-04-28 11:31:00,0 days 00:30:00
2008-04-28 11:46:00,2008-04-28 12:31:00,0 days 00:45:00
2008-04-28 13:16:00,2008-04-28 13:46:00,0 days 00:30:00
2008-04-28 17:01:00,2008-04-28 17:31:00,0 days 00:30:00
2008-04-28 18:31:00,2008-04-28 19:16:00,0 days 00:45:00
2008-04-28 19:31:00,2008-04-28 21:01:00,0 days 01:30:00
2008-04-28 21:31:00,2008-04-28 22:46:00,0 days 01:15:00
2008-04-28 23:01:00,2008-04-29 00:01:00,0 days 01:00:00
2008-04-29 00:46:00,2008-04-29 02:01:00,0 days 01:15:00
2008-04-29 02:31:00,2008-04-29 03:31:00,0 days 01:00:00
2008-04-29 04:31:00,2008-04-29 05:31:00,0 days 01:00:00
2008-04-29 05:46:00,2008-04-29 06:16:00,0 days 00:30:00
2008-04-29 06:31:00,2008-04-29 07:31:00,0 days 01:00:00
2008-04-29 08:31:00,2008-04-29 09:01:00,0 days 00:30:00
2008-04-29 09:31:00,2008-04-29 10:01:00,0 days 00:30:00
2008-04-29 10:16:00,2008-04-29 11:16:00,0 days 01:00:00
2008-04-29 17:01:00,2008-04-29 17:31:00,0 days 00:30:00
2008-04-30 02:31:00,2008-04-30 03:01:00,0 days 00:30:00
2008-04-30 07:31:00,2008-04-30 08:01:00,0 days 00:30:00
2008-04-30 10:01:00,2008-04-30 10:31:00,0 days 00:30:00
2008-04-30 11:01:00,2008-04-30 11:46:00,0 days 00:45:00
2008-04-30 13:01:00,2008-04-30 13:46:00,0 days 00:45:00
2008-04-30 17:01:00,2008-04-30 17:46:00,0 days 00:45:00
2008-04-30 18:01:00,2008-04-30 18:31:00,0 days 00:30:00
2008-04-30 18:46:00,2008-04-30 20:01:00,0 days 01:15:00
2008-04-30 22:31:00,2008-04-30 23:16:00,0 days 00:45:00
2008-05-01 00:31:00,2008-05-01 01:01:00,0 days 00:30:00
2008-05-01 01:16:00,2008-05-01 01:46:00,0 days 00:30:00
2008-05-01 02:46:00,2008-05-01 03:16:00,0 days 00:30:00
2008-05-01 04:01:00,2008-05-01 04:46:00,0 days 00:45:00
2008-05-01 05:16:00,2008-05-01 06:31:00,0 days 01:15:00
2008-05-01 07:31:00,2008-05-01 10:31:00,0 days 03:00:00
2008-05-01 14:01:00,2008-05-01 15:16:00,0 days 01:15:00
2008-05-01 16:16:00,2008-05-01 16:46:00,0 days 00:30:00
2008-05-01 19:16:00,2008-05-01 21:01:00,0 days 01:45:00
2008-05-01 22:31:00,2008-05-01 23:16:00,0 days 00:45:00
2008-05-02 00:00:00,2008-05-02 00:16:00,0 days 00:16:00
2008-05-02 03:46:00,2008-05-02 04:16:00,0 days 00:30:00
2008-05-02 09:01:00,2008-05-02 09:31:00,0 days 00:30:00
2008-05-02 10:16:00,2008-05-02 10:46:00,0 days 00:30:00
2008-05-02 11:16:00,2008-05-02 11:46:00,0 days 00:30:00
2008-05-02 13:16:00,2008-05-02 13:46:00,0 days 00:30:00
2008-05-02 20:16:00,2008-05-02 20:46:00,0 days 00:30:00
2008-05-02 21:01:00,2008-05-02 21:31:00,0 days 00:30:00
2008-05-02 22:16:00,2008-05-02 23:46:00,0 days 01:30:00
2008-05-03 00:00:00,2008-05-03 00:31:00,0 days 00:31:00
2008-05-03 01:46:00,2008-05-03 02:31:00,0 days 00:45:00
2008-05-03 02:46:00,2008-05-03 03:16:00,0 days 00:30:00
2008-05-03 07:46:00,2008-05-03 08:31:00,0 days 00:45:00
2008-05-03 08:46:00,2008-05-03 09:16:00,0 days 00:30:00
2008-05-03 09:46:00,2008-05-03 10:16:00,0 days 00:30:00
2008-05-03 10:31:00,2008-05-03 11:01:00,0 days 00:30:00
2008-05-03 13:01:00,2008-05-03 13:31:00,0 days 00:30:00
2008-05-03 17:01:00,2008-05-03 17:46:00,0 days 00:45:00
2008-05-03 18:01:00,2008-05-03 18:31:00,0 days 00:30:00
2008-05-03 20:16:00,2008-05-03 21:16:00,0 days 01:00:00
2008-05-03 21:31:00,2008-05-03 22:01:00,0 days 00:30:00
2008-05-03 23:16:00,2008-05-04 00:01:00,0 days 00:45:00
2008-05-04 01:46:00,2008-05-04 02:31:00,0 days 00:45:00
2008-05-04 02:46:00,2008-05-04 03:16:00,0 days 00:30:00
2008-05-04 04:16:00,2008-05-04 04:46:00,0 days 00:30:00
2008-05-04 05:01:00,2008-05-04 05:46:00,0 days 00:45:00
2008-05-04 06:16:00,2008-05-04 07:46:00,0 days 01:30:00
2008-05-04 08:46:00,2008-05-04 09:31:00,0 days 00:45:00
2008-05-04 11:01:00,2008-05-04 11:46:00,0 days 00:45:00
2008-05-04 12:16:00,2008-05-04 12:46:00,0 days 00:30:00
2008-05-04 13:16:00,2008-05-04 13:46:00,0 days 00:30:00
2008-05-04 16:31:00,2008-05-04 17:16:00,0 days 00:45:00
2008-05-04 20:31:00,2008-05-04 23:16:00,0 days 02:45:00
2008-05-05 01:16:00,2008-05-05 01:46:00,0 days 00:30:00
2008-05-05 02:01:00,2008-05-05 03:31:00,0 days 01:30:00
2008-05-05 03:46:00,2008-05-05 04:16:00,0 days 00:30:00
2008-05-05 11:16:00,2008-05-05 12:01:00,0 days 00:45:00
2008-05-05 12:46:00,2008-05-05 13:31:00,0 days 00:45:00
2008-05-05 14:16:00,2008-05-05 15:01:00,0 days 00:45:00
2008-05-05 17:31:00,2008-05-05 18:01:00,0 days 00:30:00
2008-05-05 20:01:00,2008-05-05 20:31:00,0 days 00:30:00
2008-05-05 21:16:00,2008-05-05 21:46:00,0 days 00:30:00
2008-05-05 23:31:00,2008-05-06 00:16:00,0 days 00:45:00
2008-05-06 02:46:00,2008-05-06 03:46:00,0 days 01:00:00
2008-05-06 05:16:00,2008-05-06 07:16:00,0 days 02:00:00
2008-05-06 07:31:00,2008-05-06 10:01:00,0 days 02:30:00
2008-05-06 12:46:00,2008-05-06 13:31:00,0 days 00:45:00
2008-05-06 14:01:00,2008-05-06 14:31:00,0 days 00:30:00
2008-05-06 16:31:00,2008-05-06 17:16:00,0 days 00:45:00
2008-05-06 18:16:00,2008-05-06 20:31:00,0 days 02:15:00
2008-05-06 21:31:00,2008-05-07 00:46:00,0 days 03:15:00
2008-05-07 01:01:00,2008-05-07 01:31:00,0 days 00:30:00
2008-05-07 01:46:00,2008-05-07 03:01:00,0 days 01:15:00
2008-05-07 03:31:00,2008-05-07 04:01:00,0 days 00:30:00
2008-05-07 04:16:00,2008-05-07 05:01:00,0 days 00:45:00
2008-05-07 05:31:00,2008-05-07 06:01:00,0 days 00:30:00
2008-05-07 06:16:00,2008-05-07 07:16:00,0 days 01:00:00
2008-05-07 08:01:00,2008-05-07 08:31:00,0 days 00:30:00
2008-05-07 08:46:00,2008-05-07 09:16:00,0 days 00:30:00
2008-05-07 09:31:00,2008-05-07 10:01:00,0 days 00:30:00
2008-05-07 10:16:00,2008-05-07 11:01:00,0 days 00:45:00
2008-05-07 12:31:00,2008-05-07 13:01:00,0 days 00:30:00
2008-05-07 13:16:00,2008-05-07 14:01:00,0 days 00:45:00
2008-05-07 16:31:00,2008-05-07 17:16:00,0 days 00:45:00
2008-05-07 18:01:00,2008-05-07 18:31:00,0 days 00:30:00
2008-05-07 20:01:00,2008-05-07 20:46:00,0 days 00:45:00
2008-05-07 21:16:00,2008-05-07 22:01:00,0 days 00:45:00
2008-05-07 22:16:00,2008-05-07 22:46:00,0 days 00:30:00
2008-05-07 23:16:00,2008-05-07 23:46:00,0 days 00:30:00
2008-05-08 00:31:00,2008-05-08 01:01:00,0 days 00:30:00
2008-05-08 01:46:00,2008-05-08 02:31:00,0 days 00:45:00
2008-05-08 03:01:00,2008-05-08 03:31:00,0 days 00:30:00
2008-05-08 03:46:00,2008-05-08 04:31:00,0 days 00:45:00
2008-05-08 04:46:00,2008-05-08 05:16:00,0 days 00:30:00
2008-05-08 06:16:00,2008-05-08 07:31:00,0 days 01:15:00
2008-05-08 07:46:00,2008-05-08 08:31:00,0 days 00:45:00
2008-05-08 11:01:00,2008-05-08 12:01:00,0 days 01:00:00
2008-05-08 14:16:00,2008-05-08 15:01:00,0 days 00:45:00
2008-05-08 17:01:00,2008-05-08 17:31:00,0 days 00:30:00
2008-05-08 17:46:00,2008-05-08 19:01:00,0 days 01:15:00
2008-05-08 21:16:00,2008-05-08 22:01:00,0 days 00:45:00
2008-05-08 22:31:00,2008-05-08 23:01:00,0 days 00:30:00
2008-05-08 23:16:00,2008-05-09 00:01:00,0 days 00:45:00
2008-05-09 00:16:00,2008-05-09 01:01:00,0 days 00:45:00
2008-05-09 01:46:00,2008-05-09 02:16:00,0 days 00:30:00
